"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","PATENT","TOT","NBR","A","2000",433.5196,
"FIN","PATENT","TOT","NBR","A","2001",416.2563,
"FIN","PATENT","TOT","NBR","A","2002",318.4079,
"FIN","PATENT","TOT","NBR","A","2003",349.4991,
"FIN","PATENT","TOT","NBR","A","2004",396.5587,
"FIN","PATENT","TOT","NBR","A","2005",390.8932,
"FIN","PATENT","TOT","NBR","A","2006",294.6176,
"FIN","PATENT","TOT","NBR","A","2007",259.3809,
"FIN","PATENT","TOT","NBR","A","2008",253.2775,
"FIN","PATENT","TOT","NBR","A","2009",222.6855,
"FIN","PATENT","TOT","NBR","A","2010",228.0798,
"FIN","PATENT","TOT","NBR","A","2011",226.7571,
"FIN","PATENT","TOT","NBR","A","2012",287.8946,
"FIN","PATENT","TOT","NBR","A","2013",289.1177,
"FIN","PATENT","TOT","NBR","A","2014",291.4919,
"FIN","PATENT","TOT","NBR","A","2015",290.7357,
"FRA","PATENT","TOT","NBR","A","1985",1494.3493,
"FRA","PATENT","TOT","NBR","A","1986",1549.1474,
"FRA","PATENT","TOT","NBR","A","1987",1748.5996,
"FRA","PATENT","TOT","NBR","A","1988",1825.7799,
"FRA","PATENT","TOT","NBR","A","1989",1942.6277,
"FRA","PATENT","TOT","NBR","A","1990",1911.4678,
"FRA","PATENT","TOT","NBR","A","1991",1865.1004,
"FRA","PATENT","TOT","NBR","A","1992",1710.192,
"FRA","PATENT","TOT","NBR","A","1993",1744.0882,
"FRA","PATENT","TOT","NBR","A","1994",1939.4896,
"FRA","PATENT","TOT","NBR","A","1995",1995.9576,
"FRA","PATENT","TOT","NBR","A","1996",2176.2502,
"FRA","PATENT","TOT","NBR","A","1997",2260.5018,
"FRA","PATENT","TOT","NBR","A","1998",2379.7035,
"FRA","PATENT","TOT","NBR","A","1999",2507.4544,
"FRA","PATENT","TOT","NBR","A","2000",2925.5967,
"FRA","PATENT","TOT","NBR","A","2001",2809.1659,
"FRA","PATENT","TOT","NBR","A","2002",2753.4923,
"FRA","PATENT","TOT","NBR","A","2003",2755.7382,
"FRA","PATENT","TOT","NBR","A","2004",2966.35,
"FRA","PATENT","TOT","NBR","A","2005",3048.284,
"FRA","PATENT","TOT","NBR","A","2006",2886.8081,
"FRA","PATENT","TOT","NBR","A","2007",2784.1475,
"FRA","PATENT","TOT","NBR","A","2008",2885.9767,
"FRA","PATENT","TOT","NBR","A","2009",2724.3435,
"FRA","PATENT","TOT","NBR","A","2010",2459.0033,
"FRA","PATENT","TOT","NBR","A","2011",2598.1482,
"FRA","PATENT","TOT","NBR","A","2012",2434.8284,
"FRA","PATENT","TOT","NBR","A","2013",2461.1805,
"FRA","PATENT","TOT","NBR","A","2014",2528.0404,
"FRA","PATENT","TOT","NBR","A","2015",2578.391,
"DEU","PATENT","TOT","NBR","A","1985",3630.6022,
"DEU","PATENT","TOT","NBR","A","1986",3853.338,
"DEU","PATENT","TOT","NBR","A","1987",4267.6559,
"DEU","PATENT","TOT","NBR","A","1988",4464.6124,
"DEU","PATENT","TOT","NBR","A","1989",4449.0334,
"DEU","PATENT","TOT","NBR","A","1990",4133.8513,
"DEU","PATENT","TOT","NBR","A","1991",3862.9319,
"DEU","PATENT","TOT","NBR","A","1992",3970.6013,
"DEU","PATENT","TOT","NBR","A","1993",4099.2521,
"DEU","PATENT","TOT","NBR","A","1994",4460.2185,
"DEU","PATENT","TOT","NBR","A","1995",4933.4359,
"DEU","PATENT","TOT","NBR","A","1996",5598.0356,
"DEU","PATENT","TOT","NBR","A","1997",5796.0775,
"DEU","PATENT","TOT","NBR","A","1998",6344.8008,
"DEU","PATENT","TOT","NBR","A","1999",6435.3053,
"DEU","PATENT","TOT","NBR","A","2000",7636.3193,
"DEU","PATENT","TOT","NBR","A","2001",7231.4227,
"DEU","PATENT","TOT","NBR","A","2002",6883.5715,
"DEU","PATENT","TOT","NBR","A","2003",6742.5747,
"DEU","PATENT","TOT","NBR","A","2004",6993.6118,
"DEU","PATENT","TOT","NBR","A","2005",7138.7399,
"DEU","PATENT","TOT","NBR","A","2006",6532.2053,
"DEU","PATENT","TOT","NBR","A","2007",5807.0116,
"DEU","PATENT","TOT","NBR","A","2008",5473.5289,
"DEU","PATENT","TOT","NBR","A","2009",5552.5122,
"DEU","PATENT","TOT","NBR","A","2010",5059.2853,
"DEU","PATENT","TOT","NBR","A","2011",4811.4749,
"DEU","PATENT","TOT","NBR","A","2012",4587.5444,
"DEU","PATENT","TOT","NBR","A","2013",4584.2879,
"DEU","PATENT","TOT","NBR","A","2014",4519.7941,
"DEU","PATENT","TOT","NBR","A","2015",4454.7106,
"GRC","PATENT","TOT","NBR","A","1985",1.5,
"GRC","PATENT","TOT","NBR","A","1986",2.35,
"GRC","PATENT","TOT","NBR","A","1987",3.25,
"GRC","PATENT","TOT","NBR","A","1988",2.75,
"GRC","PATENT","TOT","NBR","A","1989",2.3333,
"GRC","PATENT","TOT","NBR","A","1990",4.456,
"GRC","PATENT","TOT","NBR","A","1991",5.7222,
"GRC","PATENT","TOT","NBR","A","1992",5.7667,
"GRC","PATENT","TOT","NBR","A","1993",2.6667,
"GRC","PATENT","TOT","NBR","A","1994",5.2778,
"GRC","PATENT","TOT","NBR","A","1995",1.6667,
"GRC","PATENT","TOT","NBR","A","1996",13.2333,
"GRC","PATENT","TOT","NBR","A","1997",9.4038,
"GRC","PATENT","TOT","NBR","A","1998",11.1011,
"GRC","PATENT","TOT","NBR","A","1999",7.5062,
"GRC","PATENT","TOT","NBR","A","2000",10.975,
"GRC","PATENT","TOT","NBR","A","2001",11.6266,
"GRC","PATENT","TOT","NBR","A","2002",12.0006,
"GRC","PATENT","TOT","NBR","A","2003",20.4402,
"GRC","PATENT","TOT","NBR","A","2004",14.8667,
"GRC","PATENT","TOT","NBR","A","2005",24.0195,
"GRC","PATENT","TOT","NBR","A","2006",22.0179,
"GRC","PATENT","TOT","NBR","A","2007",13.9176,
"GRC","PATENT","TOT","NBR","A","2008",16.0833,
"GRC","PATENT","TOT","NBR","A","2009",15.1171,
"GRC","PATENT","TOT","NBR","A","2010",5.3324,
"GRC","PATENT","TOT","NBR","A","2011",10.6167,
"GRC","PATENT","TOT","NBR","A","2012",22.775,
"GRC","PATENT","TOT","NBR","A","2013",23.2567,
"GRC","PATENT","TOT","NBR","A","2014",27.0009,
"GRC","PATENT","TOT","NBR","A","2015",29.8706,
"HUN","PATENT","TOT","NBR","A","1985",44.2419,
"HUN","PATENT","TOT","NBR","A","1986",31.0417,
"HUN","PATENT","TOT","NBR","A","1987",38.9164,
"HUN","PATENT","TOT","NBR","A","1988",23.3119,
"HUN","PATENT","TOT","NBR","A","1989",45.039,
"HUN","PATENT","TOT","NBR","A","1990",26.6731,
"HUN","PATENT","TOT","NBR","A","1991",22.2405,
"HUN","PATENT","TOT","NBR","A","1992",19.6167,
"HUN","PATENT","TOT","NBR","A","1993",25.8512,
"HUN","PATENT","TOT","NBR","A","1994",20.4604,
"HUN","PATENT","TOT","NBR","A","1995",24.8167,
"HUN","PATENT","TOT","NBR","A","1996",24.7539,
"HUN","PATENT","TOT","NBR","A","1997",31.8667,
"HUN","PATENT","TOT","NBR","A","1998",18.7083,
"HUN","PATENT","TOT","NBR","A","1999",40.7928,
"HUN","PATENT","TOT","NBR","A","2000",41.7516,
"HUN","PATENT","TOT","NBR","A","2001",42.5456,
"HUN","PATENT","TOT","NBR","A","2002",37.1637,
"HUN","PATENT","TOT","NBR","A","2003",50.5841,
"HUN","PATENT","TOT","NBR","A","2004",59.6081,
"HUN","PATENT","TOT","NBR","A","2005",57.9779,
"HUN","PATENT","TOT","NBR","A","2006",47.388,
"HUN","PATENT","TOT","NBR","A","2007",58.9041,
"HUN","PATENT","TOT","NBR","A","2008",31.3553,
"HUN","PATENT","TOT","NBR","A","2009",50.895,
"HUN","PATENT","TOT","NBR","A","2010",36.763,
"HUN","PATENT","TOT","NBR","A","2011",43.3671,
"HUN","PATENT","TOT","NBR","A","2012",30.5754,
"HUN","PATENT","TOT","NBR","A","2013",30.3554,
"HUN","PATENT","TOT","NBR","A","2014",32.0689,
"HUN","PATENT","TOT","NBR","A","2015",33.3013,
"ISL","PATENT","TOT","NBR","A","1985",0.5,
"ISL","PATENT","TOT","NBR","A","1986",1,
"ISL","PATENT","TOT","NBR","A","1987",0.1765,
"ISL","PATENT","TOT","NBR","A","1988",0.5833,
"ISL","PATENT","TOT","NBR","A","1989",0,
"ISL","PATENT","TOT","NBR","A","1990",1.3333,
"ISL","PATENT","TOT","NBR","A","1991",3,
"ISL","PATENT","TOT","NBR","A","1992",0,
"ISL","PATENT","TOT","NBR","A","1993",0.5,
"ISL","PATENT","TOT","NBR","A","1994",2.5,
"ISL","PATENT","TOT","NBR","A","1995",6,
"ISL","PATENT","TOT","NBR","A","1996",6.6,
"ISL","PATENT","TOT","NBR","A","1997",3.7449,
"ISL","PATENT","TOT","NBR","A","1998",4.8975,
"ISL","PATENT","TOT","NBR","A","1999",7.9744,
"ISL","PATENT","TOT","NBR","A","2000",13.2784,
"ISL","PATENT","TOT","NBR","A","2001",5.3939,
"ISL","PATENT","TOT","NBR","A","2002",13.6548,
"ISL","PATENT","TOT","NBR","A","2003",6.0837,
"ISL","PATENT","TOT","NBR","A","2004",5.4975,
"ISL","PATENT","TOT","NBR","A","2005",6.9101,
"ISL","PATENT","TOT","NBR","A","2006",7.5833,
"ISL","PATENT","TOT","NBR","A","2007",9.7167,
"ISL","PATENT","TOT","NBR","A","2008",5.5,
"ISL","PATENT","TOT","NBR","A","2009",2.0561,
"ISL","PATENT","TOT","NBR","A","2010",3.5,
"ISL","PATENT","TOT","NBR","A","2011",2.125,
"ISL","PATENT","TOT","NBR","A","2012",1.5,
"ISL","PATENT","TOT","NBR","A","2013",1.7481,
"ISL","PATENT","TOT","NBR","A","2014",1.8279,
"ISL","PATENT","TOT","NBR","A","2015",1.9484,
"IRL","PATENT","TOT","NBR","A","1985",18.4167,
"IRL","PATENT","TOT","NBR","A","1986",18.1575,
"IRL","PATENT","TOT","NBR","A","1987",21.9556,
"IRL","PATENT","TOT","NBR","A","1988",18.0455,
"IRL","PATENT","TOT","NBR","A","1989",24.7937,
"IRL","PATENT","TOT","NBR","A","1990",27.1836,
"IRL","PATENT","TOT","NBR","A","1991",29.2799,
"IRL","PATENT","TOT","NBR","A","1992",24.1892,
"IRL","PATENT","TOT","NBR","A","1993",19.0937,
"IRL","PATENT","TOT","NBR","A","1994",34.8431,
"IRL","PATENT","TOT","NBR","A","1995",31.2069,
"IRL","PATENT","TOT","NBR","A","1996",29.7541,
"IRL","PATENT","TOT","NBR","A","1997",38.1707,
"IRL","PATENT","TOT","NBR","A","1998",40.1087,
"IRL","PATENT","TOT","NBR","A","1999",80.1057,
"IRL","PATENT","TOT","NBR","A","2000",50.5922,
"IRL","PATENT","TOT","NBR","A","2001",61.2309,
"IRL","PATENT","TOT","NBR","A","2002",66.5574,
"IRL","PATENT","TOT","NBR","A","2003",84.7099,
"IRL","PATENT","TOT","NBR","A","2004",95.5858,
"IRL","PATENT","TOT","NBR","A","2005",97.7012,
"IRL","PATENT","TOT","NBR","A","2006",74.7433,
"IRL","PATENT","TOT","NBR","A","2007",91.4687,
"IRL","PATENT","TOT","NBR","A","2008",83.8108,
"IRL","PATENT","TOT","NBR","A","2009",85.6738,
"IRL","PATENT","TOT","NBR","A","2010",64.6598,
"IRL","PATENT","TOT","NBR","A","2011",68.9035,
"IRL","PATENT","TOT","NBR","A","2012",73.1081,
"IRL","PATENT","TOT","NBR","A","2013",87.12,
"IRL","PATENT","TOT","NBR","A","2014",95.0329,
"IRL","PATENT","TOT","NBR","A","2015",104.0946,
"ITA","PATENT","TOT","NBR","A","1985",510.0298,
"ITA","PATENT","TOT","NBR","A","1986",551.3639,
"ITA","PATENT","TOT","NBR","A","1987",592.2613,
"ITA","PATENT","TOT","NBR","A","1988",637.9388,
"ITA","PATENT","TOT","NBR","A","1989",663.3188,
"ITA","PATENT","TOT","NBR","A","1990",643.5167,
"ITA","PATENT","TOT","NBR","A","1991",683.7316,
"ITA","PATENT","TOT","NBR","A","1992",580.8544,
"ITA","PATENT","TOT","NBR","A","1993",633.8988,
"ITA","PATENT","TOT","NBR","A","1994",634.4327,
"ITA","PATENT","TOT","NBR","A","1995",630.6651,
"ITA","PATENT","TOT","NBR","A","1996",712.0333,
"ITA","PATENT","TOT","NBR","A","1997",747.5361,
"ITA","PATENT","TOT","NBR","A","1998",691.2753,
"ITA","PATENT","TOT","NBR","A","1999",699.0423,
"ITA","PATENT","TOT","NBR","A","2000",832.1114,
"ITA","PATENT","TOT","NBR","A","2001",915.3823,
"ITA","PATENT","TOT","NBR","A","2002",926.1375,
"ITA","PATENT","TOT","NBR","A","2003",897.4875,
"ITA","PATENT","TOT","NBR","A","2004",971.5541,
"ITA","PATENT","TOT","NBR","A","2005",964.2092,
"ITA","PATENT","TOT","NBR","A","2006",821.2182,
"ITA","PATENT","TOT","NBR","A","2007",729.7043,
"ITA","PATENT","TOT","NBR","A","2008",760.2227,
"ITA","PATENT","TOT","NBR","A","2009",737.1825,
"ITA","PATENT","TOT","NBR","A","2010",683.0889,
"ITA","PATENT","TOT","NBR","A","2011",720.8564,
"ITA","PATENT","TOT","NBR","A","2012",724.8757,
"ITA","PATENT","TOT","NBR","A","2013",741.0382,
"ITA","PATENT","TOT","NBR","A","2014",761.5048,
"ITA","PATENT","TOT","NBR","A","2015",780.8718,
"JPN","PATENT","TOT","NBR","A","1985",4999.0464,
"JPN","PATENT","TOT","NBR","A","1986",5684.4768,
"JPN","PATENT","TOT","NBR","A","1987",7204.7601,
"JPN","PATENT","TOT","NBR","A","1988",8255.9921,
"JPN","PATENT","TOT","NBR","A","1989",9627.8537,
"JPN","PATENT","TOT","NBR","A","1990",9598.9783,
"JPN","PATENT","TOT","NBR","A","1991",8577.4786,
"JPN","PATENT","TOT","NBR","A","1992",7924.8969,
"JPN","PATENT","TOT","NBR","A","1993",8333.5376,
"JPN","PATENT","TOT","NBR","A","1994",8291.2998,
"JPN","PATENT","TOT","NBR","A","1995",9617.7093,
"JPN","PATENT","TOT","NBR","A","1996",10776.7292,
"JPN","PATENT","TOT","NBR","A","1997",11477.1875,
"JPN","PATENT","TOT","NBR","A","1998",11977.8371,
"JPN","PATENT","TOT","NBR","A","1999",13682.3571,
"JPN","PATENT","TOT","NBR","A","2000",17915.5793,
"JPN","PATENT","TOT","NBR","A","2001",16621.6695,
"JPN","PATENT","TOT","NBR","A","2002",16823.1607,
"JPN","PATENT","TOT","NBR","A","2003",17898.6809,
"JPN","PATENT","TOT","NBR","A","2004",18704.1368,
"JPN","PATENT","TOT","NBR","A","2005",17722.7276,
"JPN","PATENT","TOT","NBR","A","2006",18006.9073,
"JPN","PATENT","TOT","NBR","A","2007",17785.211,
"JPN","PATENT","TOT","NBR","A","2008",16028.2262,
"JPN","PATENT","TOT","NBR","A","2009",16535.2928,
"JPN","PATENT","TOT","NBR","A","2010",18465.1874,
"JPN","PATENT","TOT","NBR","A","2011",18566.4305,
"JPN","PATENT","TOT","NBR","A","2012",18640.3479,
"JPN","PATENT","TOT","NBR","A","2013",17541.9487,
"JPN","PATENT","TOT","NBR","A","2014",17483.6721,
"JPN","PATENT","TOT","NBR","A","2015",17360.8602,
"KOR","PATENT","TOT","NBR","A","1985",7.6333,
"KOR","PATENT","TOT","NBR","A","1986",5.9167,
"KOR","PATENT","TOT","NBR","A","1987",9.1652,
"KOR","PATENT","TOT","NBR","A","1988",21.95,
"KOR","PATENT","TOT","NBR","A","1989",33.1806,
"KOR","PATENT","TOT","NBR","A","1990",66.3413,
"KOR","PATENT","TOT","NBR","A","1991",85.5779,
"KOR","PATENT","TOT","NBR","A","1992",119.645,
"KOR","PATENT","TOT","NBR","A","1993",165.7958,
"KOR","PATENT","TOT","NBR","A","1994",214.1488,
"KOR","PATENT","TOT","NBR","A","1995",331.2227,
"KOR","PATENT","TOT","NBR","A","1996",323.5331,
"KOR","PATENT","TOT","NBR","A","1997",393.5578,
